2024-04-11 15:02:23,416 INFO    StreamThr :152282 [internal.py:wandb_internal():86] W&B internal server running at pid: 152282, started at: 2024-04-11 15:02:23.415766
2024-04-11 15:02:23,419 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: status
2024-04-11 15:02:23,422 INFO    WriterThread:152282 [datastore.py:open_for_write():85] open: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_150222-sbx1z6h8/run-sbx1z6h8.wandb
2024-04-11 15:02:23,422 DEBUG   SenderThread:152282 [sender.py:send():380] send: header
2024-04-11 15:02:23,422 DEBUG   SenderThread:152282 [sender.py:send():380] send: run
2024-04-11 15:02:24,003 INFO    SenderThread:152282 [dir_watcher.py:__init__():211] watching files in: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_150222-sbx1z6h8/files
2024-04-11 15:02:24,003 INFO    SenderThread:152282 [sender.py:_start_run_threads():1122] run started: sbx1z6h8 with start time 1712818942.519798
2024-04-11 15:02:24,016 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: check_version
2024-04-11 15:02:24,017 DEBUG   SenderThread:152282 [sender.py:send_request():407] send_request: check_version
2024-04-11 15:02:24,093 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: run_start
2024-04-11 15:02:24,123 ERROR   HandlerThread:152282 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2024-04-11 15:02:24,124 DEBUG   HandlerThread:152282 [system_info.py:__init__():32] System info init
2024-04-11 15:02:24,124 DEBUG   HandlerThread:152282 [system_info.py:__init__():47] System info init done
2024-04-11 15:02:24,124 INFO    HandlerThread:152282 [system_monitor.py:start():194] Starting system monitor
2024-04-11 15:02:24,124 INFO    SystemMonitor:152282 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-11 15:02:24,125 INFO    HandlerThread:152282 [system_monitor.py:probe():214] Collecting system info
2024-04-11 15:02:24,125 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started cpu monitoring
2024-04-11 15:02:24,125 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started disk monitoring
2024-04-11 15:02:24,126 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started memory monitoring
2024-04-11 15:02:24,127 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started network monitoring
2024-04-11 15:02:24,160 DEBUG   HandlerThread:152282 [system_info.py:probe():196] Probing system
2024-04-11 15:02:24,161 DEBUG   HandlerThread:152282 [system_info.py:_probe_git():181] Probing git
2024-04-11 15:02:24,176 DEBUG   HandlerThread:152282 [system_info.py:_probe_git():189] Probing git done
2024-04-11 15:02:24,176 DEBUG   HandlerThread:152282 [system_info.py:probe():244] Probing system done
