2024-04-11 15:04:00,482 INFO    StreamThr :152282 [internal.py:wandb_internal():86] W&B internal server running at pid: 152282, started at: 2024-04-11 15:04:00.481213
2024-04-11 15:04:00,486 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: status
2024-04-11 15:04:00,488 INFO    WriterThread:152282 [datastore.py:open_for_write():85] open: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_150359-mx3k8tb6/run-mx3k8tb6.wandb
2024-04-11 15:04:00,489 DEBUG   SenderThread:152282 [sender.py:send():380] send: header
2024-04-11 15:04:00,489 DEBUG   SenderThread:152282 [sender.py:send():380] send: run
2024-04-11 15:04:01,119 INFO    SenderThread:152282 [dir_watcher.py:__init__():211] watching files in: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_150359-mx3k8tb6/files
2024-04-11 15:04:01,119 INFO    SenderThread:152282 [sender.py:_start_run_threads():1122] run started: mx3k8tb6 with start time 1712819039.607316
2024-04-11 15:04:01,130 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: check_version
2024-04-11 15:04:01,131 DEBUG   SenderThread:152282 [sender.py:send_request():407] send_request: check_version
2024-04-11 15:04:01,261 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: run_start
2024-04-11 15:04:01,285 ERROR   HandlerThread:152282 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2024-04-11 15:04:01,285 DEBUG   HandlerThread:152282 [system_info.py:__init__():32] System info init
2024-04-11 15:04:01,285 DEBUG   HandlerThread:152282 [system_info.py:__init__():47] System info init done
2024-04-11 15:04:01,285 INFO    HandlerThread:152282 [system_monitor.py:start():194] Starting system monitor
2024-04-11 15:04:01,285 INFO    SystemMonitor:152282 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-11 15:04:01,285 INFO    HandlerThread:152282 [system_monitor.py:probe():214] Collecting system info
2024-04-11 15:04:01,286 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started cpu monitoring
2024-04-11 15:04:01,287 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started disk monitoring
2024-04-11 15:04:01,287 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started memory monitoring
