2024-04-11 15:12:43,448 INFO    StreamThr :152282 [internal.py:wandb_internal():86] W&B internal server running at pid: 152282, started at: 2024-04-11 15:12:43.447102
2024-04-11 15:12:43,452 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: status
2024-04-11 15:12:43,454 INFO    WriterThread:152282 [datastore.py:open_for_write():85] open: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_151242-8a2w2d9x/run-8a2w2d9x.wandb
2024-04-11 15:12:43,455 DEBUG   SenderThread:152282 [sender.py:send():380] send: header
2024-04-11 15:12:43,455 DEBUG   SenderThread:152282 [sender.py:send():380] send: run
2024-04-11 15:12:44,089 INFO    SenderThread:152282 [dir_watcher.py:__init__():211] watching files in: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_151242-8a2w2d9x/files
2024-04-11 15:12:44,089 INFO    SenderThread:152282 [sender.py:_start_run_threads():1122] run started: 8a2w2d9x with start time 1712819562.60976
2024-04-11 15:12:44,105 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: check_version
2024-04-11 15:12:44,105 DEBUG   SenderThread:152282 [sender.py:send_request():407] send_request: check_version
2024-04-11 15:12:44,168 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: run_start
2024-04-11 15:12:44,193 ERROR   HandlerThread:152282 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2024-04-11 15:12:44,194 DEBUG   HandlerThread:152282 [system_info.py:__init__():32] System info init
2024-04-11 15:12:44,194 DEBUG   HandlerThread:152282 [system_info.py:__init__():47] System info init done
2024-04-11 15:12:44,194 INFO    HandlerThread:152282 [system_monitor.py:start():194] Starting system monitor
2024-04-11 15:12:44,194 INFO    SystemMonitor:152282 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-11 15:12:44,194 INFO    HandlerThread:152282 [system_monitor.py:probe():214] Collecting system info
2024-04-11 15:12:44,194 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started cpu monitoring
2024-04-11 15:12:44,197 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started disk monitoring
2024-04-11 15:12:44,198 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started memory monitoring
2024-04-11 15:12:44,199 INFO    SystemMonitor:152282 [interfaces.py:start():190] Started network monitoring
2024-04-11 15:12:44,233 DEBUG   HandlerThread:152282 [system_info.py:probe():196] Probing system
2024-04-11 15:12:44,234 DEBUG   HandlerThread:152282 [system_info.py:_probe_git():181] Probing git
2024-04-11 15:12:44,258 DEBUG   HandlerThread:152282 [system_info.py:_probe_git():189] Probing git done
2024-04-11 15:12:44,258 DEBUG   HandlerThread:152282 [system_info.py:probe():244] Probing system done
2024-04-11 15:12:44,258 DEBUG   HandlerThread:152282 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-101-generic-x86_64-with-glibc2.31', 'python': '3.9.16', 'heartbeatAt': '2024-04-11T07:12:44.233274', 'startedAt': '2024-04-11T07:12:42.608546', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '3a_ML_modelling_ablation.ipynb', 'codePathLocal': '3a_ML_modelling_ablation.ipynb', 'root': '/home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED', 'git': {'remote': 'https://github.com/Davidlequnchen/MultiSensor-Monitoring-LW-DED.git', 'commit': '6d600c3157a5ac982ede588f9d81464814dde984'}, 'email': 'chen1189@e.ntu.edu.sg', 'host': 'chenlequn-HP-Z840-Workstation', 'username': 'chenlequn', 'executable': '/home/chenlequn/anaconda3/envs/torch/bin/python3', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3154.30846875, 'min': 800.0, 'max': 5087.5}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 1098.278, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 6000.0}, {'current': 3200.0, 'min': 800.0, 'max': 6000.0}, {'current': 3200.0, 'min': 800.0, 'max': 6000.0}, {'current': 3200.0, 'min': 800.0, 'max': 6000.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 5700.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 2275.497, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}, {'current': 3200.0, 'min': 800.0, 'max': 4400.0}], 'disk': {'/': {'total': 91.10977554321289, 'used': 24.387794494628906}}, 'memory': {'total': 62.60200881958008}}
2024-04-11 15:12:44,258 INFO    HandlerThread:152282 [system_monitor.py:probe():224] Finished collecting system info
2024-04-11 15:12:44,259 INFO    HandlerThread:152282 [system_monitor.py:probe():227] Publishing system info
2024-04-11 15:12:44,259 DEBUG   HandlerThread:152282 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-04-11 15:12:44,260 DEBUG   HandlerThread:152282 [system_info.py:_save_pip():68] Saving pip packages done
2024-04-11 15:12:44,260 DEBUG   HandlerThread:152282 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-04-11 15:12:45,089 INFO    Thread-541:152282 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_151242-8a2w2d9x/files/requirements.txt
2024-04-11 15:12:45,090 INFO    Thread-541:152282 [dir_watcher.py:_on_file_created():271] file/dir created: /home/chenlequn/GitHub/MultiSensor-Monitoring-LW-DED/Code/wandb/run-20240411_151242-8a2w2d9x/files/conda-environment.yaml
2024-04-11 15:12:47,051 DEBUG   HandlerThread:152282 [system_info.py:_save_conda():87] Saving conda packages done
2024-04-11 15:12:47,052 INFO    HandlerThread:152282 [system_monitor.py:probe():229] Finished publishing system info
2024-04-11 15:12:47,052 DEBUG   SenderThread:152282 [sender.py:send():380] send: files
2024-04-11 15:12:47,052 INFO    SenderThread:152282 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-04-11 15:12:47,057 DEBUG   SenderThread:152282 [sender.py:send():380] send: telemetry
2024-04-11 15:12:47,057 DEBUG   SenderThread:152282 [sender.py:send():380] send: config
2024-04-11 15:12:47,058 DEBUG   HandlerThread:152282 [handler.py:handle_request():146] handle_request: stop_status
2024-04-11 15:12:47,058 DEBUG   SenderThread:152282 [sender.py:send_request():407] send_request: stop_status
